order_id,customer_id,restaurant_name,cuisine_type,order_date,order_amount,discount_percent,final_amount,delivery_time_mins,order_status,payment_method,order_rating,is_reorder,promo_code_used,delivery_partner_id,city,notes
ORD000427,CUST00258,the biryani house,Mexican,02-10-2023,696,2.1,1016,16,cancelled,,4.5,Yes,FLAT20 ,DP6980,Hyderabad,Extra spicy
ORD000305,CUST00367,Noodle Nook,mexcian,2023/06/16,2484,3.2,2497,15,cancelled,UPI,4.6,no,FLAT20 ,DP5753,Chennai,N/A
ORD000717,CUST00314,Curry Corner,PIZZA,,2626,45.6,868,60,Delivered,net banking,3.9,Yes,FLAT20 ,,mumbai,Extra spicy
ORD001099,CUST00013,Wok-Express,mexcian,2022-02-13,1385,14.9,1174,27,Pending,wallet,,No,FLAT20 ,,Chennai,Less oil
ORD000081,CUST00376,Dosa Delight.,indian,21 May 2023,1419,40.7,1666,25,DELIVERED,card,,no,FLAT20,,Hydrabad,
ORD000941,CUST00044,Sushi Spot,Pizza,22/07/2022,664,34.1,1213,-23,delivered,COD,1.3,False,,,DELHI,extra SPICY
ORD000334,CUST00580,Pizza Palace,Pizza,2022-02-04,2575,24.9,2847,54,,,4.3,FALSE,,,Bangalore,  
ORD000237,CUST00315,Tandoor Tales,Italain,04 Jun 2022,1596,19.7,943,82,Dlvrd,cash,,True,SAVE10,DP7770,chenai,
ORD001449,CUST00321,Wok-Express,Biryani,N/A,2484,-9.34417026920363,2709,18,Cncld,Net Banking,3.2,true,SAVE 10,,Mumbai,Extra spicy
ORD000792,CUST00179,The Biryani House,Mexican,13/07/2022,2160,10.2,516,90,pending,wallet,,TRUE,FLAT20,,Pune,N/A
ORD000754,CUST00070,Wok-Express,Indian,13/02/2023,2459,-16.488252572973316,2015,52,Cancelled,Card,2.5,true,SAVE 10,DP6945,Hydrabad,No onion
ORD000702,CUST00337, Tandoor Tales,Italian,not provided,2877,36.5,1188,30,Cancelled,UPI ,,no,FLAT20 ,,chenai,no Onion
ORD000882,CUST00358,Noodle Nook,Italain,not provided,1656,8.2,2166,65,CANCELLED,UPI ,2.4,FALSE,,,DELHI,extra SPICY
ORD000741,CUST00011,Burger Barn,Italain,2022/01/24,247,30.3,865,38,Pending,net banking,2.9,Yes,N/A,N/A,Delhi,  
ORD001189,CUST00392,Spice Garden,Indian,2022-04-26,1265,36.3,1757,-28,delivered,N/A,1.3,TRUE,FLAT20 ,,kolkata ,Less oil
ORD001302,CUST00269,PIZZA PALACE,Chineese,2023-03-23,1232,3.2,1208,69,Delivered,Wallet,3.6,N,FLAT20 ,,Mumbai,
ORD000007,CUST00400,the biryani house,mexcian,15 Mar 2023,1005,22.3,592,26,Pending,upi,1.5,No,FIRST50,,kolkata ,Extra spicy
ORD000801,CUST00524,Burger Barn,Mexican,"September 25, 2022",1099,25.5,1147,78,Delivered,wallet,4.6,No,N/A,DP3889,mumbai,extra SPICY
ORD000149,CUST00076,The Biryani House,Sushi,"February 13, 2022",681,38.0,₹814,30,DELIVERED,UPI ,2.8,1,FLAT20 ,N/A,Hyderabad,no Onion
ORD001465,CUST00038,Sushi_Spot,Italain,not provided,₹362,41.5,154,62,CANCELLED,Card,4.2,No,FIRST50,,Ahemadabad,Less oil
ORD000324,CUST00221, Tandoor Tales,Indian,"May 18, 2023",N/A,34.4,996,81,Cancelled,,1.6,yes,N/A,DP2189,Kolkata,
ORD000022,,Dosa Delight,indian,,929,31.7,1289,41,Cancelled,card,,No,save10,DP6374,Ahemadabad,Less oil
ORD000713,CUST00338,Sushi_Spot,Biryani,N/A,1012,2.1,2439,38,,UPI ,4.2,N,,,DELHI,  
ORD001025,CUST00355,The Biryani House,Mexican,07-18-2022,2588,37.8,346,39,N/A,wallet,3.1,true,SAVE10,,mumbai,Less oil
ORD000742,CUST00044,The Biryani House,CHINESE,11-16-2023,714,29.7,146,78,CANCELLED,CARD,3.6,False,,N/A,Bangalore,
ORD001192,CUST00105, Tandoor Tales,continental,N/A,133,9.3,2339,34,N/A,UPI,,Y,,,Ahemadabad,  
ORD001148,CUST00162,Spice Garden,indian,24 Oct 2022,327,1.2,406,50,DELIVERED,Net Banking,2.7,Y,save10,DP4954,Mumbai,Less oil
ORD000925,CUST00057,Spice  Garden,Burger,,765,33.9,230,89,Pending,,2.3,Yes,N/A,,kolkata ,Less oil
ORD000914,CUST00324,Noodle Nook,CHINESE,,856,177.99624782123448,694,53,DELIVERED,net banking,2.8,TRUE,FIRST50,N/A,Chennai,Extra spicy
ORD001434,CUST00479,Dosa Delight,Sushi,03-04-2023,--,8.9,2821,74,pending,cash,1.0,False,FLAT20,DP9946,  Pune ,  
ORD001112,CUST00303,Noodle  Nook,Pizza,19/01/2023,1435,2.1,₹1231,83,DELIVERED,Net Banking,2.9,1,N/A,DP5985,Hyderabad,
ORD001090,CUST00111,Curry Corner@,biryani,"September 09, 2023",1454,6.5,649,70,delivered,CARD,4.3,no,FLAT20 ,DP5055,Chennai,  
ORD000921,CUST00321,Dosa Delight,Thai ,1691280000,--,45.8,613,74,Cncld,UPI,2.1,yes,FLAT20,DP3377,Ahemadabad,  
ORD000569,CUST00590,Pizza Palace,Sushi,11-01-2022,1972,45.9,343,62,,N/A,3.7,No,SAVE10,,Delhi ,No onion
ORD001469,CUST00096,Pizza Palace,Biryani,N/A,1205,49.9,490,74,Cancelled,N/A,4.5,no,SAVE 10,,Hydrabad,Extra spicy
ORD000234,CUST00590,Noodle  Nook,mexcian,N/A,1411,13.4,691,70,N/A,Wallet,3.3,no,SAVE 10,,bangalore,extra SPICY
ORD001453,CUST00207,Sushi_Spot,PIZZA,,2076,20.3,1384,88,Delivered,,1.1,1,,N/A,Bangalore,
ORD000115,CUST00049,Spice Garden,Sushi ,"January 02, 2023",2019,N/A,446,36,N/A,UPI ,,N,save10,,Bangalroe,N/A
ORD000850,CUST00548,The Biryani House,indian,N/A,348,32.1,1445,19,cancelled,Cash,2.0,no,,,Ahemadabad,
ORD000875,CUST00530,Burger Barn!!,Chineese,1691798400,N/A,16.8,1908,67,N/A,CARD,2.3,FALSE,save10,,kolkata ,
ORD000821,CUST00488,Sushi Spot,Burger,19 Jun 2022,329,28.7,2977,68,cancelled,CARD,1.3,FALSE,FLAT20,N/A,mumbai,Extra spicy
ORD001389,CUST00462,Wok Express,Chineese,02-24-2022,2105,116.67748897831767,2726,23,Cancelled,COD,1.1,Yes,,DP1543,Hydrabad,Extra spicy
ORD001191,CUST00463,PIZZA PALACE,Italain,1701561600,966,43.0,₹917,40,Cncld,CARD,-0.3949814527188015,0,FLAT20,DP8155,bangalore,Extra spicy
ORD000703,CUST00432,Curry Corner@,Burger,,1098,7.9,2816,42,CANCELLED,Card,1.9,yes,FLAT20,,DELHI,extra SPICY
ORD000627,CUST00351,Noodle  Nook,mexcian,N/A,2816,118.79946685108177,2238,61,CANCELLED,,2.8,0,N/A,N/A,Mumbai,Less oil
ORD001072,CUST00358,Dosa Delight,mexcian,N/A,772,16.3,2956,41,Pending,Net Banking,3.4,no,,,Kolkata,No onion
ORD000746,CUST00017,Tandoor Tales,CHINESE,N/A,1005,42.7,689,76,Delivered,COD,,TRUE,SAVE 10,,Ahemadabad,Extra spicy
ORD001216,CUST00594,Noodle Nook,Burger,"June 01, 2022",687,49.9,1744,84,cancelled,Wallet,5.0,True,SAVE10,,Delhi,  
ORD000590,CUST00478,Curry Corner@,Mexican,not provided,843,11.7,2317,,DELIVERED,N/A,2.9,N,N/A,,Kolkata,no Onion
ORD001271,CUST00270,PIZZA PALACE,mexcian,29/10/2023,1770,29.8,2646,43,Cncld,N/A,2.5,yes,FLAT20 ,,Kolkata,No onion
ORD001311,CUST00576,Noodle  Nook,indian,11-14-2023,1741,25.7,2051,62,Delivered,,,FALSE,SAVE 10,N/A,Delhi ,No onion
ORD000951,CUST00153,Burger Barn!!,Chinese,2023/09/30,N/A,26.0,1650,33,N/A,Wallet,4.4,False,,DP3565,Hydrabad,Less oil
ORD001466,CUST00285,Dosa Delight,biryani,not provided,2845,37.8,671,,Dlvrd,Cash,,TRUE,FIRST50,N/A,Hyderabad,
ORD000614,CUST00589,the biryani house,Chinese,,730,8.6,N/A,45,cancelled,COD,1.2,N,FIRST50,,  Pune ,
ORD001096,CUST00561,Curry Corner@,burger,2023/03/21,1233,133.12106191023742,726,,,upi,3.0,true,,,Delhi,
ORD000054,CUST00594,the biryani house,Thai ,"January 11, 2022",1721,28.7,2831,21,pending,card,1.5,FALSE,FLAT20 ,,kolkata ,Less oil
ORD001373,CUST00253,Tandoor Tales,Biryani,,N/A,14.3,1271,-23,Cancelled,card,2.9,false,,,  Pune ,no Onion
ORD000776,CUST00373,Sushi_Spot,Chinese,25 Jun 2023,2116,30.3,473,51,Pending,Net Banking,4.4,Y,FIRST50,DP1292,mumbai,Less oil
ORD000061,CUST00121,Wok-Express,Chineese,,300,45.4,,52,,cash,3.9,Y,FLAT20,DP4517,mumbai,no Onion
ORD001036,CUST00578,Wok-Express,Pizza,not provided,1566,47.6,2014,77,Pending,Card,4.5,false,save10,N/A,Hydrabad,extra SPICY
ORD001085,CUST00102,Tandoor Tales,Italian,12/12/2022,₹1274,30.8,₹496,56,Cancelled,UPI,4.8,True,FLAT20,,Bangalore,extra SPICY
ORD001227,CUST00391, Tandoor Tales,mexcian,2022/02/03,2622,36.5,329,79,DELIVERED,COD,9.730162357982202,True,SAVE 10,DP5941,Bangalore,N/A
ORD001184,CUST00133,Sushi_Spot,Italain,2022-05-23,734,10.9,938,66,Cancelled,Cash,1.1,Yes,,,mumbai,Extra spicy
ORD000136,CUST00505,Pizza Palace,PIZZA,20/08/2023,225,1.2,2266,79,,Cash,,False,,,Bangalroe,no Onion
ORD001055,CUST00047,Sushi_Spot,Biryani,07/03/2022,1564,18.5,2979,39,delivered,CARD,1.9,yes,FIRST50,,Delhi,
ORD000723,CUST00331,Dosa Delight.,PIZZA,not provided,770,36.5,813,-19,N/A,Card,1.6,False,SAVE10,,MUMBAI,No onion
ORD000438,CUST00402,Burger Barn!!,indian,1693785600,1906,31.2,1890,54,,COD,2.9,false,FLAT20 ,,Delhi,Less oil
ORD000676,CUST00375,Dosa Delight.,CHINESE,2023/03/28,2806,33.1,850,78,cancelled,UPI ,4.7,True,FLAT20 ,,Pune,No onion
ORD001200,CUST00269,The Biryani House,biryani,,2019,12.2,1491,76,N/A,upi,1.5,false,N/A,,DELHI,  
ORD000058,CUST00474, Tandoor Tales,Italian,08-01-2022,892,13.4,418,-1,Dlvrd,Card,,false,N/A,N/A,kolkata ,  
ORD001477,CUST00459,Sushi Spot,biryani,2022/11/06,₹1331,41.5,1149,83,delivered,upi,3.0,0,save10,DP8354,Bangalore,Less oil
ORD000765,CUST00054,Sushi Spot,PIZZA,not provided,2957,10.7,168,258,CANCELLED,net banking,3.4,N,save10,,DELHI,
ORD000133,CUST00465,Sushi_Spot,Italain,"February 17, 2023",812,20.3,1896,-1,Delivered,N/A,1.8,yes,,,Chennai,
ORD001194,CUST00369,the biryani house,burger,2023-08-16,2662,125.40244574848809,2433,80,Pending,COD,3.2,True,FLAT20,,mumbai,
ORD000767,CUST00181,Sushi_Spot,Biryani,not provided,475,2.9,2371,77,CANCELLED,Card,2.4,N,FIRST50,,Chennai,no Onion
ORD000814,CUST00236,Sushi Spot,biryani,01-06-2023,1112,10.6,1587,,DELIVERED,CARD,1.9,Yes,SAVE10,,Pune,
ORD000197,CUST00512,Noodle  Nook,Chineese,08-01-2022,201,18.8,2328,25,delivered,Card,3.9,FALSE,save10,,Mumbai,Less oil
ORD000992,CUST00013,Noodle  Nook,Burger,,-180,-8.50183593374437,2115,48,CANCELLED,CARD,4.5,No,SAVE10,DP9895,Delhi ,No onion
ORD001023,CUST00106,Tandoor Tales,Thai ,"January 31, 2022",614,34.8,248,33,N/A,UPI,2.6,TRUE,save10,,kolkata ,
ORD000873,CUST00037,The Biryani House,Italain,2022-09-07,1256,44.1,275,57,Cancelled,Wallet,3.7,True,save10,DP6286,Chennai,Extra spicy
ORD000109,CUST00354,Spice  Garden,Chinese,,127,48.9,2721,72,Dlvrd,upi,3.8,1,SAVE10,N/A,mumbai,N/A
ORD001359,CUST00056,The Biryani House,burger,04 Jul 2023,707,-15.263480054687829,1155,21,Dlvrd,N/A,3.2,False,,N/A,Ahemadabad,No onion
ORD001324,CUST00318,Noodle  Nook,Sushi ,"February 15, 2023",966,145.84334981489909,2922,54,delivered,Cash,1.6,0,FIRST50,,Ahemadabad,N/A
ORD000660,CUST00294,Sushi Spot,Italain,N/A,442,27.3,1037,73,Cncld,,3.7,True,FLAT20 ,,mumbai,Extra spicy
ORD000073,CUST00179,Noodle  Nook,Itlaian,2023/12/26,₹426,31.9,927,81,DELIVERED,card,,TRUE,FLAT20,,Ahemadabad,
ORD000656,CUST00052,the biryani house,biryani,"October 11, 2023",769,49.4,2530,55,N/A,cash,2.7,True,FLAT20,DP5419,kolkata ,
ORD001326,CUST00462,Sushi_Spot,Biryani,N/A,1671,4.0,1554,51,DELIVERED,net banking,,false,FIRST50,,Bangalore,N/A
ORD000733,CUST00171,Noodle  Nook,burger,1642896000,1158,17.8,1852,30,Dlvrd,COD,,Yes,FLAT20 ,DP3817,Hyderabad,Less oil
ORD001264,CUST00546,Noodle  Nook,Biryani,2022-09-02,N/A,6.4,924,32,DELIVERED,upi,-0.7277006848065217,Yes,,DP7269,Ahemadabad,No onion
ORD000991,CUST00036,Noodle Nook,Biryani,2022-10-19,1727,-13.713248862554753,1744,89,Delivered,CARD,4.6,0,N/A,,MUMBAI,
ORD000325,N/A,Dosa Delight.,Mexican,02-15-2022,2270,35.9,2621,90,pending,Card,-0.6340490542410271,Y,FIRST50,,bangalore,No onion
ORD000342,CUST00350,Sushi Spot,Italian,2022-06-03,482,20.8,408,61,N/A,Cash,4.5,no,FLAT20,DP6669,Kolkata,Less oil
ORD001349,CUST00400,the biryani house,burger,N/A,918,29.5,1607,36,N/A,Net Banking,3.3,false,N/A,,  Pune ,Extra spicy
ORD001024,CUST00262,Burger Barn!!,PIZZA,not provided,2073,33.2,883,77,cancelled,wallet,2.9,yes,FLAT20,,bangalore,No onion
ORD000895,CUST00402,Noodle  Nook,Thai,08 Sep 2023,265,3.7,1063,42,Cancelled,COD,3.5,yes,FLAT20,N/A,Pune,No onion
ORD000532,CUST00078,Noodle  Nook,Continental,03 Feb 2023,700,7.2,2764,31,DELIVERED,card,3.1,True,FIRST50,,Ahemadabad,
ORD001467,CUST00025,Wok-Express,Biryani,12/10/2023,2153,17.9,N/A,55,Delivered,Card,1.4,yes,FIRST50,,Ahmedabad,extra SPICY
ORD000212,CUST00555,Wok Express,Biryani,1675296000,1792,19.3,408,20,Delivered,card,3.7,False,FIRST50,N/A,Ahmedabad,
ORD000218,CUST00297,Tandoor Tales,Italain,2023/08/30,2261,46.1,1184,26,,Cash,2.5,false,FIRST50,DP8406,DELHI,
ORD000011,CUST00232,Noodle  Nook,mexcian,01 Jan 2022,1163,28.0,2026,32,Delivered,Card,2.9,false,,,Delhi ,Less oil
ORD000171,CUST00414,Wok Express,continental,"September 05, 2023",₹524,46.6,2234,29,cancelled,wallet,1.6,Yes,N/A,,DELHI,no Onion
ORD000481,CUST00057,Curry Corner@,PIZZA,"November 26, 2022",,25.5,2689,24,cancelled,cash,3.8,no,,,Mumbai,  
ORD001418,CUST00288,Wok-Express,CHINESE,"November 17, 2023",2897,4.3,1739,67,delivered,UPI,2.2,false,save10,N/A,Hydrabad,Extra spicy
ORD000232,CUST00053,Dosa Delight,indian,2022/07/06,409,18.9,174,73,Dlvrd,Wallet,7.826985321705477,No,,N/A,Chennai,no Onion
ORD001175,CUST00464,Pizza Palace,Biryani,1658793600,787,32.0,2786,37,cancelled,card,4.1,No,SAVE10,,Hydrabad,
ORD001170,CUST00387,the biryani house,PIZZA,03-31-2022,180,28.8,2171,22,Cancelled,COD,1.3,0,FLAT20 ,,DELHI,Extra spicy
ORD000462,CUST00082,Spice  Garden,Continental,04/10/2023,2881,34.5,678,46,Dlvrd,N/A,1.5,Yes,SAVE 10,,Hydrabad,Extra spicy
ORD001223,CUST00498,The Biryani House,continental,"February 05, 2022",1570,10.5,112,36,CANCELLED,N/A,4.4,0,FLAT20,DP9991,Mumbai,  
ORD001421,CUST00534,Spice Garden,Sushi,2022/07/31,2922,44.5,2405,64,Dlvrd,upi,2.0,No,SAVE 10,N/A,bangalore,
ORD000314,CUST00553,Dosa Delight.,indian,09 Jan 2022,694,20.1,2902,20,CANCELLED,UPI,2.7,Y,FLAT20,,Ahmedabad,N/A
ORD001365,CUST00461,Burger Barn!!,Chinese,06/02/2022,260,19.8,87,53,,UPI ,,1,FLAT20,,DELHI,Less oil
ORD000822,CUST00260,Burger Barn!!,Italian,1672617600,322,35.7,1019,41,Cancelled,cash,3.0,False,,DP2059,mumbai,Extra spicy
ORD000995,CUST00500,Burger Barn!!,burger,26 Dec 2023,1932,34.6,392,31,,,1.6,FALSE,SAVE10,DP2783,  Pune ,No onion
ORD001206,CUST00345,Curry Corner,mexcian,not provided,2353,13.3,1212,81,Dlvrd,N/A,3.2,1,N/A,,Hydrabad,extra SPICY
ORD000146,CUST00059,PIZZA PALACE,Itlaian,30/12/2023,2224,32.3,982,85,cancelled,UPI,3.3,TRUE,,N/A,Delhi,
ORD000747,CUST00589,Burger Barn!!,indian,1670544000,964,47.8,1630,71,Cncld,upi,1.1,TRUE,FIRST50,DP8705,Bangalroe,
ORD000661,CUST00010,Sushi Spot,Chinese,2022/09/16,2551,33.4,,17,CANCELLED,cash,1.6,yes,SAVE10,DP5948,DELHI,Extra spicy
ORD000583,CUST00440,Tandoor Tales,Italain,10-17-2022,1488,11.5,2212,87,CANCELLED,wallet,4.1,True,FLAT20,,Ahemadabad,Less oil
ORD000539,CUST00008,Tandoor Tales,Thai,not provided,196,12.6,2865,31,delivered,Card,,true,FLAT20 ,,Ahemadabad,  
ORD000089,CUST00559,the biryani house,Sushi,1675382400,1472,23.8,2203,36,CANCELLED,Card,2.6,Y,N/A,DP9745,Chennai,Less oil
ORD001340,CUST00470,Spice Garden,Pizza,2022-02-15,,46.0,1122,23,DELIVERED,UPI,1.7,false,,,  Pune ,No onion
ORD000612,CUST00183,Spice  Garden,continental,2022/02/28,1023,29.7,2735,48,Cncld,Net Banking,2.1,N,FLAT20,DP7697,Hyderabad,Less oil
ORD000576,CUST00106,Burger Barn!!,Italain,2023-01-08,1657,46.9,588,22,Pending,Cash,2.3,no,FLAT20 ,,Kolkata,Less oil
ORD000772,CUST00148,Noodle  Nook,Thai,2022-05-02,2721,23.9,1828,56,N/A,card,1.7,1,FLAT20 ,DP5837,Ahemadabad,N/A
ORD000558,CUST00159,The Biryani House,Sushi ,,2593,21.5,2072,35,pending,Net Banking,,Y,,N/A,Delhi,Less oil
ORD000748,CUST00039,Wok Express,Mexican,2023-04-27,69450,30.6,807,31,N/A,upi,-0.1813614871027147,no,FLAT20,N/A,Bangalore,
ORD000333,CUST00387,Dosa Delight,Pizza,1671148800,1948,12.6,690,75,pending,Wallet,1.4,Y,,N/A,mumbai,extra SPICY
ORD000751,CUST00308,Noodle Nook,Mexican,28/11/2023,1777,25.0,1308,35,CANCELLED,UPI,,0,N/A,DP9145,Chennai,extra SPICY
ORD000039,CUST00345,Pizza Palace,Chinese,24 Apr 2023,1334,7.9,2870,16,cancelled,card,3.5,Yes,SAVE10,,Bangalroe,Less oil
ORD001446,CUST00498,Noodle  Nook,biryani,30/09/2022,₹1534,30.6,731,65,Cncld,COD,4.1,FALSE,save10,,Chennai,No onion
ORD000151,CUST00260,PIZZA PALACE,Thai ,,494,4.6,1081,80,delivered,upi,1.6,no,N/A,,Bangalore,Extra spicy
ORD000220,CUST00496,Wok Express,Continental,N/A,1980,35.6,1911,15,pending,COD,2.8,yes,,,DELHI,
ORD000602,CUST00422,Burger Barn,Italian,N/A,1866,42.1,1968,45,Cncld,CARD,4.4,No,N/A,,Hyderabad,N/A
ORD001358,CUST00276,Pizza Palace,PIZZA,11 Nov 2022,339,13.5,2254,82,DELIVERED,Wallet,3.0,1,save10,DP9856,Bangalroe,  
ORD000268,CUST00012, Tandoor Tales,Burger,2023/08/03,1882,N/A,1529,37,Dlvrd,upi,,no,FLAT20,,Delhi ,no Onion
ORD000238,CUST00461,Tandoor Tales,Pizza,"April 28, 2022",₹1331,130.98811878412482,2676,77,N/A,Cash,2.3,No,SAVE10,DP4100,Ahmedabad,No onion
ORD001146,CUST00229,Curry Corner@,Pizza,1695859200,N/A,13.1,1214,72,,cash,1.0,0,save10,,Delhi,extra SPICY
ORD000182,INVALID,Sushi_Spot,PIZZA,25/03/2023,2297,32.0,1913,-23,,Card,4.2,N,save10,DP6955,Mumbai,
ORD001075,CUST00439,Spice Garden,Burger,2022/12/04,176,40.9,585,78,CANCELLED,CARD,2.2,0,SAVE10,N/A,Ahmedabad,
ORD000322,CUST00054,Noodle  Nook,burger,1673654400,484,7.5,2880,52,,wallet,2.5,No,SAVE 10,N/A,chenai,Extra spicy
ORD000046,CUST00383,Burger Barn,Italian,not provided,1608,23.2,2998,79,pending,cash,1.7,1,,N/A,Chennai,no Onion
ORD001458,CUST00114,Sushi_Spot,Pizza,,1942,30.7,1378,88,Delivered,,4.5,yes,SAVE 10,DP2892,MUMBAI,
ORD000757,CUST00150,Burger Barn,biryani,N/A,2974,5.6,232,38,CANCELLED,wallet,2.4,False,N/A,N/A,chenai,Less oil
ORD000555,CUST00048,Curry Corner,Continental,1681776000,2003,16.2,2368,24,delivered,wallet,8.193959413972351,false,SAVE10,N/A,  Pune ,extra SPICY
ORD000903,CUST00252,Wok-Express,Burger,N/A,1726,22.1,1516,29,Cancelled,wallet,1.9,yes,save10,N/A,kolkata ,
ORD000463,CUST00154,Sushi Spot,Italian,not provided,1214,27.6,1816,-2,Pending,upi,4.9,True,,,Delhi,no Onion
ORD001360,CUST00466,Sushi_Spot,Sushi,1673913600,1708,3.3,561,26,,net banking,4.8,Y,FIRST50,N/A,chenai,No onion
ORD001195,CUST00081,Tandoor Tales,Indian,N/A,2613,23.4,2434,43,DELIVERED,upi,,no,SAVE 10,DP1737,Ahemadabad,Extra spicy
ORD000028,CUST00021,the biryani house,Pizza,2022/12/23,₹336,37.7,2003,15,pending,N/A,1.2,true,,,bangalore,
ORD000247,CUST00579,Dosa Delight,mexcian,2023-07-15,1960,46.2,1928,31,cancelled,UPI,2.1,no,,,Ahemadabad,No onion
ORD000871,CUST00239,The Biryani House,Biryani,2022/12/11,2062,40.4,1881,52,cancelled,Card,,no,SAVE 10,,Chennai,Extra spicy
ORD000541,CUST00374,the biryani house,Continental,1701907200,₹1063,42.8,476,39,Cancelled,Net Banking,3.7,0,FLAT20,,Ahmedabad,N/A
ORD000472,CUST00376,Burger Barn,Pizza,N/A,₹561,27.1,1351,87,,cash,1.0,TRUE,N/A,DP5806,Bangalore,no Onion
ORD000938,CUST00433,Curry Corner@,mexcian,05-18-2023,--,2.2,2876,38,CANCELLED,upi,3.4,0,save10,DP5885,Bangalore,no Onion
ORD000344,CUST00551,Burger Barn!!,PIZZA,2022/08/22,2676,44.2,2552,45,,upi,3.0,no,save10,DP8282,Ahemadabad,
ORD001095,CUST00290,Curry Corner@,continental,"April 20, 2022",2342,21.4,281,393,delivered,net banking,3.2,True,FLAT20 ,,mumbai,Extra spicy
ORD000764,CUST00267,Sushi_Spot,Biryani,N/A,1397,0.2,916,46,CANCELLED,UPI,4.0,FALSE,save10,,Mumbai,extra SPICY
ORD000352,CUST00352,Tandoor Tales,Burger,11-11-2023,536,10.6,1938,84,pending,Wallet,2.2,N,FIRST50,N/A,Mumbai,Less oil
ORD000051,CUST00407,The Biryani House,Continental,06/01/2022,2156,43.6,2634,31,Delivered,UPI,1.9,Y,FLAT20 ,N/A,chenai,Less oil
ORD000347,CUST00144,PIZZA PALACE,Mexican,"June 12, 2023",--,20.9,464,49,Delivered,card,,True,FLAT20,DP4263,mumbai,no Onion
ORD000434,CUST00591,Curry Corner@,CHINESE,1642291200,₹1681,29.7,2062,79,Cncld,Cash,3.2,true,SAVE10,N/A,Ahmedabad,Less oil
ORD001123,CUST00470,The Biryani House,biryani,N/A,888,N/A,2473,398,pending,wallet,2.9,True,,,mumbai,  
ORD000457,CUST00184,Dosa Delight,Chinese,,2258,40.0,922,68,Pending,Wallet,2.4,Y,FLAT20,N/A,Chennai,Extra spicy
ORD000454,CUST00332,Curry Corner,PIZZA,16 Feb 2022,1447,4.8,273,43,Delivered,CARD,1.5,Yes,FLAT20 ,,Pune,No onion
ORD001070,CUST00034,Spice  Garden,Chinese,N/A,2106,10.5,462,72,Pending,Wallet,,N,SAVE 10,,Mumbai,N/A
ORD000533,CUST00275,Dosa Delight.,continental,not provided,2818,18.5,1262,16,DELIVERED,Card,1.9,Yes,,,Ahemadabad,No onion
ORD001061,CUST00255,Curry Corner@,CHINESE,N/A,1595,11.2,2594,81,Pending,Cash,-0.5998921854267341,Y,,DP1663,Ahemadabad,Less oil
ORD000224,CUST00369,Wok-Express,Indian,2023-03-18,1448,23.0,148,75,pending,upi,1.4,yes,SAVE 10,N/A,mumbai,
ORD000112,CUST00167,Tandoor Tales,Burger,09-15-2023,1139,11.0,2764,25,Delivered,Card,3.5,False,FLAT20,N/A,Bangalore,no Onion
ORD001204,CUST00520,Noodle Nook,biryani,24 Aug 2022,1360,43.1,2081,36,cancelled,Cash,4.7,N,,,Pune,
ORD001310,CUST00114,Noodle Nook,Thai,1685145600,2748,38.5,2465,66,N/A,,3.5,no,save10,,mumbai,
ORD001003,CUST00198,Curry Corner@,Italain,06-16-2023,1568,34.8,2283,62,N/A,net banking,,true,FLAT20,,Pune,No onion
ORD000273,CUST00070,the biryani house,mexcian,02-28-2023,1581,3.3,1526,61,Pending,Wallet,1.6,Yes,FLAT20 ,,mumbai,extra SPICY
ORD001476,CUST00434,Dosa Delight.,Sushi ,01-29-2023,746,N/A,194,,Cancelled,card,3.8,True,save10,DP8788,kolkata ,
ORD000785,INVALID,Pizza Palace,mexcian,"November 07, 2023",192,24.6,1205,69,Cncld,net banking,4.2,1,N/A,,Ahmedabad,Extra spicy
ORD001106,CUST00298,Wok-Express,Itlaian,2022/09/13,388,30.7,263,242,N/A,cash,,N,SAVE10,,  Pune ,no Onion
ORD001268,CUST00390,Tandoor Tales,Thai,1648339200,1042,3.3,2909,-13,,,4.0,no,,,kolkata ,
ORD000508,CUST00207,Spice Garden,PIZZA,1652745600,1125,16.3,2712,58,cancelled,card,3.2,0,FLAT20,DP9078,Bangalroe,Extra spicy
ORD000140,CUST00197,Curry Corner@,Continental,2022/04/29,2271,19.0,1837,61,Cncld,Card,2.6,True,FLAT20,,Hyderabad,Extra spicy
ORD001500,CUST00319,Noodle Nook,Itlaian,2023/08/15,2955,27.3,2194,70,Cancelled,CARD,1.5,N,SAVE10,,kolkata ,Extra spicy
ORD001300,CUST00047,Curry Corner@,indian,2022-05-01,703,32.0,1468,19,N/A,upi,2.9,Yes,,DP3497,Pune,N/A
ORD001074,CUST00355,Burger Barn!!,Itlaian,"February 22, 2022",1227,18.3,2800,49,cancelled,cash,1.3,no,save10,N/A,DELHI,N/A
ORD000684,CUST00087,PIZZA PALACE,Italain,18 Aug 2023,2437,-8.13643533145143,575,66,Cancelled,upi,4.6,true,FLAT20,N/A,Mumbai,
ORD000763,CUST00326,Dosa Delight.,PIZZA,18 Dec 2023,--,36.2,165,76,N/A,Card,3.2,0,SAVE10,DP4904,Bangalroe,no Onion
ORD001019,CUST00533,Spice Garden,Chinese,"March 22, 2023",718,39.5,477,89,Dlvrd,net banking,1.0,FALSE,save10,,chenai,no Onion
